date,open,high,low,close,volume
2021-03-31 00:00:00+00:00,331.0,344.95,271.0,287.45,88972737
2021-04-01 00:00:00+00:00,294.0,295.0,275.0,282.0,20064411
2021-04-06 00:00:00+00:00,290.0,292.9,277.2,280.0,7088674
2021-04-07 00:00:00+00:00,283.0,291.7,283.0,286.0,6741095
2021-04-08 00:00:00+00:00,286.05,288.85,282.0,282.0,4836752
2021-04-09 00:00:00+00:00,283.0,285.0,254.5,254.5,10393160
2021-04-12 00:00:00+00:00,260.0,276.5,241.7,251.0,9919634
2021-04-13 00:00:00+00:00,254.0,266.0,251.9,265.3,8686485
2021-04-14 00:00:00+00:00,268.0,271.6,265.0,270.2,5705416
2021-04-15 00:00:00+00:00,272.7,275.0,255.0,260.0,10482205
2021-04-16 00:00:00+00:00,260.8,262.0,245.0,247.0,6688057
2021-04-19 00:00:00+00:00,246.2,250.0,237.0,239.0,6707926
2021-04-20 00:00:00+00:00,238.0,243.6,235.5,242.8,2163122
2021-04-21 00:00:00+00:00,243.2,245.0,231.0,233.0,2118872
2021-04-22 00:00:00+00:00,235.6,239.0,225.2,230.3,3524360
2021-04-23 00:00:00+00:00,231.0,236.9,224.5,233.0,1623391
2021-04-26 00:00:00+00:00,235.0,235.8,227.0,228.0,2572750
2021-04-27 00:00:00+00:00,230.0,242.0,228.8,242.0,3241760
2021-04-28 00:00:00+00:00,246.4,255.8,236.4,255.8,4645893
2021-04-29 00:00:00+00:00,258.0,260.9,255.0,260.0,2795061
2021-04-30 00:00:00+00:00,261.0,269.0,257.0,268.0,4317681
2021-05-04 00:00:00+00:00,271.0,271.0,260.0,262.0,2300885
2021-05-05 00:00:00+00:00,264.3,270.0,261.6,270.0,2556615
2021-05-06 00:00:00+00:00,270.0,270.4,258.0,263.2,3536701
2021-05-07 00:00:00+00:00,263.2,265.0,256.0,257.3,2115160
2021-05-10 00:00:00+00:00,259.0,260.0,243.5,247.0,3308128
2021-05-11 00:00:00+00:00,246.9,259.0,243.5,249.0,4944824
2021-05-12 00:00:00+00:00,251.1,256.9,243.5,243.7,2353078
2021-05-13 00:00:00+00:00,243.4,244.0,236.0,238.4,3199351
2021-05-14 00:00:00+00:00,240.0,240.0,231.1,234.1,3706467
2021-05-17 00:00:00+00:00,240.0,244.2,233.0,234.9,1479993
2021-05-18 00:00:00+00:00,239.1,243.0,235.7,240.6,1806430
2021-05-19 00:00:00+00:00,240.5,243.6,235.0,241.2,1314979
2021-05-20 00:00:00+00:00,243.0,252.0,243.0,249.0,2319924
2021-05-21 00:00:00+00:00,250.3,252.5,243.8,250.0,3093237
2021-05-24 00:00:00+00:00,246.0,259.0,246.0,258.0,1462073
2021-05-25 00:00:00+00:00,257.5,262.9,256.0,260.0,3263139
2021-05-26 00:00:00+00:00,260.0,261.1,256.2,260.0,1281912
2021-05-27 00:00:00+00:00,260.0,262.2,251.0,253.0,1382439
