date,open,high,low,close,volume
2023-10-02 00:00:00+00:00,99.27843849123137,99.48999391144477,99.22944881100607,99.31908120357359,1310.997338868494
2023-10-03 00:00:00+00:00,100.22991441465587,100.245387759007,99.88482807997052,100.00738065371499,705.8099719981533
2023-10-04 00:00:00+00:00,100.17618189829503,100.2407411882263,99.87820698884026,99.99479464862638,1945.9092160834614
2023-10-05 00:00:00+00:00,98.02325884792944,98.45662493463817,97.99839049203878,98.33282758207575,1014.7628941236076
2023-10-06 00:00:00+00:00,97.44133181740878,97.61715691900558,97.15285392281997,97.31293431950007,823.5570208952882
2023-10-09 00:00:00+00:00,96.39334817741475,96.55807756762042,96.11711992077863,96.24684637877786,941.1638305710514
2023-10-10 00:00:00+00:00,96.66001847302576,96.66178852578584,96.34134219282632,96.46998474972206,809.3159422071146
2023-10-11 00:00:00+00:00,94.80254759332136,94.91586289070652,94.65575525945198,94.79787994342234,1560.3833494783037
2023-10-12 00:00:00+00:00,93.20332064413623,93.31552858406333,93.11353416205698,93.25517139990116,432.0154553398524
2023-10-13 00:00:00+00:00,94.10785763539126,94.50861288832189,94.03956583213545,94.3246253231487,1792.975773836501
2023-10-16 00:00:00+00:00,95.19811730321942,95.21303835533473,95.07306622942956,95.18310077668926,2010.263942634137
2023-10-17 00:00:00+00:00,96.6792230804866,96.88450381071684,96.49349394603945,96.70217426599436,1258.4075079125548
2023-10-18 00:00:00+00:00,95.33975254787782,95.4643646222389,95.12032582502034,95.26392729774159,1568.9641799200622
2023-10-19 00:00:00+00:00,95.08518232087374,95.13889701710367,94.90235333932037,95.13809604389502,904.2684104446874
2023-10-20 00:00:00+00:00,95.62819363777267,95.77916317180797,95.45477652829624,95.64873028801644,1088.235521301632
2023-10-23 00:00:00+00:00,94.03900052612995,94.35586290049729,93.90339559062402,94.19466048685403,1831.0317474212256
2023-10-24 00:00:00+00:00,95.89916542276407,96.04513816410837,95.80090808155016,95.9131395220317,1485.4372299616196
2023-10-25 00:00:00+00:00,96.20867451602683,96.37763370967771,96.1233730322956,96.17664678175777,1397.463993676518
2023-10-26 00:00:00+00:00,95.62218855898327,95.81527388171385,95.52041446216217,95.71707652464795,1858.73527671601
2023-10-27 00:00:00+00:00,94.40422454466203,94.51484166411693,94.29567564088835,94.36871528617199,1609.6933601010737
2023-10-30 00:00:00+00:00,93.32280531555405,93.46978294470955,93.20314633327295,93.21179461388532,1162.660215038747
2023-10-31 00:00:00+00:00,92.56582083675724,92.67267416650601,92.39823132117368,92.65607537706028,888.8403284878679
2023-11-01 00:00:00+00:00,93.0725561373747,93.22320395226325,93.0331887185618,93.16907121683064,1545.2130174661665
2023-11-02 00:00:00+00:00,92.26284238551169,92.39897147479296,92.14488386821003,92.21779319732458,1076.778948577594
2023-11-03 00:00:00+00:00,91.6908276850025,92.05035278398562,91.65577901332347,91.92267217640985,1262.7020816337952
2023-11-06 00:00:00+00:00,92.90243660942149,93.00713474903996,92.73688818236934,92.91245416785662,1259.408217712358
2023-11-07 00:00:00+00:00,93.845643958092,94.08614624968963,93.8298773964835,94.02434558866854,1150.8731124249962
2023-11-08 00:00:00+00:00,94.21601592063001,94.34661138312346,94.1579117094832,94.27953954274477,1056.0904440572456
2023-11-09 00:00:00+00:00,94.97640200092201,95.0337810767437,94.77642130830915,94.9441974665381,1731.088490670849
2023-11-10 00:00:00+00:00,93.96780469969934,93.96919141294538,93.80288102764354,93.85370687831902,946.1333704978617
2023-11-13 00:00:00+00:00,92.36514875606747,92.58461660390024,92.30993176871004,92.48502736191382,1260.4889470129585
2023-11-14 00:00:00+00:00,93.51139353691126,93.5977704523029,93.46357319643056,93.53336336789702,1232.608607014477
2023-11-15 00:00:00+00:00,93.38063985845112,93.47102717296345,93.36873945839086,93.41857549058942,873.5288849535439
2023-11-16 00:00:00+00:00,95.0475392336712,95.2262228500255,94.76712074417463,94.79381503807647,2844.21458089774
2023-11-17 00:00:00+00:00,94.35667058691867,94.4630081967443,93.96414554020666,94.08258607573562,1240.5320315841072
2023-11-20 00:00:00+00:00,94.58183194846855,94.93857982706878,94.48999361813365,94.89260096871175,1458.171092490744
2023-11-21 00:00:00+00:00,94.42575472557051,94.5984260333056,94.26610145208136,94.53622613253542,1178.0961798867193
2023-11-22 00:00:00+00:00,94.39950901590358,94.56914812443767,94.28412056090946,94.33408663611715,1633.4991702733232
2023-11-23 00:00:00+00:00,93.55829778205558,93.58863471733123,93.20162671091435,93.31284750151642,1181.4284853640982
2023-11-24 00:00:00+00:00,93.84574857869225,94.01778795019219,93.71814639667943,93.8147226436219,839.9403638237133
2023-11-27 00:00:00+00:00,92.60282399045774,92.72562335659391,92.45561065592494,92.7150556837224,1710.887573580818
2023-11-28 00:00:00+00:00,90.77415812491303,90.90459260512746,90.69693373364854,90.87199878887603,1532.0301757008804
2023-11-29 00:00:00+00:00,90.70947764772325,90.7430031145708,90.45585480532303,90.53950601917356,1201.753173768782
